Set_id	Time	Line 0	Line 1	Line 2	Sum
0	0.000000	4.527232	0.681088	1.362176	6.570496
0	0.101214	4.607360	0.680000	1.362176	6.649536
0	0.202428	4.607360	0.680000	1.362176	6.649536
0	0.303642	4.607360	0.680000	1.362176	6.649536
0	0.404857	4.567296	0.680000	1.362176	6.609472
0	0.506071	4.567296	0.680000	1.362176	6.609472
0	0.607285	4.567296	0.681088	1.362176	6.610560
0	0.708499	4.567296	0.681088	1.362176	6.610560
0	0.809713	4.527232	0.681088	1.362176	6.570496
0	0.910927	4.527232	0.681088	1.362176	6.570496
0	1.012141	4.527232	0.681088	1.362176	6.570496
0	1.113356	4.527232	0.681088	1.362176	6.570496
0	1.214570	4.527232	0.681088	1.362176	6.570496
0	1.315784	4.527232	0.681088	1.362176	6.570496
0	1.416998	4.527232	0.680000	1.362176	6.569408
0	1.518212	4.567296	0.680000	1.362176	6.609472
0	1.619426	4.567296	0.680000	1.362176	6.609472
0	1.720640	4.567296	0.680000	1.362176	6.609472
0	1.821855	4.567296	0.680000	1.362176	6.609472
0	1.923069	4.567296	0.681088	1.362176	6.610560
0	2.024283	4.527232	0.681088	1.362176	6.570496
0	2.125497	4.527232	0.681088	1.362176	6.570496
0	2.226711	4.527232	0.681088	1.362176	6.570496
0	2.327925	4.527232	0.681088	1.362176	6.570496
0	2.429139	4.527232	0.681088	1.362176	6.570496
0	2.530353	4.527232	0.681088	1.362176	6.570496
0	2.631568	4.527232	0.681088	1.362176	6.570496
0	2.732782	4.527232	0.681088	1.362176	6.570496
0	2.833996	4.567296	0.681088	1.362176	6.610560
0	2.935210	4.567296	0.680000	1.362176	6.609472
0	3.036424	4.567296	0.680000	1.362176	6.609472
0	3.137638	4.567296	0.681088	1.362176	6.610560
0	3.238852	4.567296	0.681088	1.362176	6.610560
0	3.340067	4.567296	0.681088	1.362176	6.610560
0	3.441281	4.527232	0.681088	1.362176	6.570496
0	3.542495	4.527232	0.681088	1.362176	6.570496
0	3.643709	4.527232	0.681088	1.362176	6.570496
0	3.744923	4.527232	0.681088	1.362176	6.570496
0	3.846137	4.527232	0.681088	1.362176	6.570496
0	3.947351	4.527232	0.681088	1.362176	6.570496
0	4.048566	4.527232	0.681088	1.362176	6.570496
0	4.149780	4.527232	0.681088	1.362176	6.570496
0	4.250994	4.567296	0.680000	1.362176	6.609472
0	4.352208	4.567296	0.680000	1.362176	6.609472
0	4.453422	4.567296	0.681088	1.362176	6.610560
0	4.554636	4.567296	0.681088	1.362176	6.610560
0	4.655850	4.567296	0.681088	1.362176	6.610560
0	4.757065	4.567296	0.681088	1.362176	6.610560
0	4.858279	4.567296	0.681088	1.362176	6.610560
0	4.959493	4.567296	0.681088	1.362176	6.610560
0	5.060707	4.567296	0.681088	1.362176	6.610560
0	5.161921	4.567296	0.681088	1.362176	6.610560
0	5.263135	4.567296	0.681088	1.362176	6.610560
0	5.364349	4.567296	0.681088	1.362176	6.610560
0	5.465564	4.567296	0.681088	1.362176	6.610560
0	5.566778	4.567296	0.681088	1.362176	6.610560
0	5.667992	4.647424	0.680000	1.402240	6.729664
0	5.769206	4.607360	0.680000	1.402240	6.689600
0	5.870420	4.607360	0.680000	1.402240	6.689600
0	5.971634	4.607360	0.680000	1.402240	6.689600
0	6.072848	4.607360	0.680000	1.402240	6.689600
0	6.174062	4.567296	0.681088	1.362176	6.610560
0	6.275277	4.567296	0.681088	1.362176	6.610560
0	6.376491	4.567296	0.681088	1.362176	6.610560
0	6.477705	4.567296	0.681088	1.362176	6.610560
0	6.578919	4.527232	0.681088	1.362176	6.570496
0	6.680133	4.527232	0.681088	1.362176	6.570496
0	6.781347	4.527232	0.681088	1.362176	6.570496
0	6.882561	4.527232	0.681088	1.362176	6.570496
0	6.983776	4.527232	0.681088	1.362176	6.570496
0	7.084990	4.567296	0.680000	1.362176	6.609472
0	7.186204	4.567296	0.680000	1.362176	6.609472
0	7.287418	4.567296	0.680000	1.362176	6.609472
0	7.388632	4.567296	0.681088	1.362176	6.610560
0	7.489846	4.567296	0.681088	1.362176	6.610560
0	7.591060	4.527232	0.681088	1.362176	6.570496
0	7.692275	4.527232	0.681088	1.362176	6.570496
0	7.793489	4.527232	0.681088	1.362176	6.570496
0	7.894703	4.527232	0.681088	1.362176	6.570496
0	7.995917	4.527232	0.681088	1.362176	6.570496
0	8.097131	4.527232	0.681088	1.362176	6.570496
0	8.198345	4.527232	0.681088	1.362176	6.570496
0	8.299559	4.527232	0.681088	1.362176	6.570496
0	8.400774	4.527232	0.681088	1.362176	6.570496
0	8.501988	4.567296	0.680000	1.362176	6.609472
0	8.603202	4.567296	0.680000	1.362176	6.609472
0	8.704416	4.567296	0.681088	1.362176	6.610560
0	8.805630	4.567296	0.681088	1.362176	6.610560
0	8.906844	4.527232	0.681088	1.362176	6.570496
0	9.008058	4.527232	0.681088	1.362176	6.570496
0	9.109273	4.527232	0.681088	1.362176	6.570496
0	9.210487	4.527232	0.681088	1.362176	6.570496
0	9.311701	4.527232	0.681088	1.362176	6.570496
0	9.412915	4.527232	0.681088	1.362176	6.570496
0	9.514129	4.527232	0.681088	1.362176	6.570496
0	9.615343	4.527232	0.681088	1.362176	6.570496
0	9.716557	4.527232	0.681088	1.362176	6.570496
0	9.817771	4.567296	0.680000	1.362176	6.609472
0	9.918986	4.567296	0.680000	1.362176	6.609472
0	10.020200	4.567296	0.680000	1.362176	6.609472
0	10.121414	4.567296	0.681088	1.362176	6.610560
0	10.222628	4.527232	0.681088	1.362176	6.570496
0	10.323842	4.527232	0.681088	1.362176	6.570496
0	10.425056	4.527232	0.681088	1.362176	6.570496
0	10.526270	4.527232	0.681088	1.362176	6.570496
0	10.627485	4.527232	0.681088	1.362176	6.570496
0	10.728699	4.527232	0.681088	1.362176	6.570496
0	10.829913	4.527232	0.681088	1.362176	6.570496
0	10.931127	4.527232	0.681088	1.362176	6.570496
0	11.032341	4.527232	0.681088	1.362176	6.570496
0	11.133555	4.527232	0.681088	1.362176	6.570496
0	11.234769	4.607360	0.680000	1.402240	6.689600
0	11.335984	4.607360	0.680000	1.402240	6.689600
0	11.437198	4.607360	0.680000	1.402240	6.689600
0	11.538412	4.607360	0.680000	1.362176	6.649536
0	11.639626	4.607360	0.681088	1.402240	6.690688
0	11.740840	4.607360	0.681088	1.402240	6.690688
0	11.842054	4.607360	0.681088	1.402240	6.690688
0	11.943268	4.607360	0.681088	1.402240	6.690688
0	12.044483	4.607360	0.681088	1.362176	6.650624
0	12.145697	4.607360	0.681088	1.402240	6.690688
0	12.246911	4.607360	0.681088	1.362176	6.650624
0	12.348125	4.607360	0.681088	1.402240	6.690688
0	12.449339	4.567296	0.681088	1.362176	6.610560
0	12.550553	4.567296	0.681088	1.362176	6.610560
0	12.651767	4.607360	0.680000	1.362176	6.649536
0	12.752982	4.607360	0.680000	1.362176	6.649536
0	12.854196	4.567296	0.680000	1.362176	6.609472
0	12.955410	4.567296	0.680000	1.362176	6.609472
0	13.056624	4.567296	0.681088	1.362176	6.610560
0	13.157838	4.567296	0.681088	1.362176	6.610560
0	13.259052	4.527232	0.681088	1.362176	6.570496
0	13.360266	4.527232	0.681088	1.362176	6.570496
0	13.461480	4.527232	0.681088	1.362176	6.570496
0	13.562695	4.527232	0.681088	1.362176	6.570496
0	13.663909	4.527232	0.681088	1.362176	6.570496
0	13.765123	4.527232	0.681088	1.362176	6.570496
