Set_id	Time	Line 0	Line 1	Line 2	Sum
0	0.000000	4.567296	0.721152	1.362176	6.650624
0	0.100782	4.607360	0.760000	1.362176	6.729536
0	0.201564	4.607360	0.760000	1.362176	6.729536
0	0.302346	4.607360	0.760000	1.362176	6.729536
0	0.403127	4.607360	0.761216	1.362176	6.730752
0	0.503909	4.607360	0.761216	1.362176	6.730752
0	0.604691	4.607360	0.761216	1.362176	6.730752
0	0.705473	4.607360	0.761216	1.362176	6.730752
0	0.806255	4.607360	0.761216	1.362176	6.730752
0	0.907037	4.567296	0.761216	1.362176	6.690688
0	1.007819	4.567296	0.761216	1.362176	6.690688
0	1.108601	4.567296	0.761216	1.362176	6.690688
0	1.209382	4.567296	0.761216	1.362176	6.690688
0	1.310164	4.567296	0.761216	1.362176	6.690688
0	1.410946	4.567296	0.761216	1.362176	6.690688
0	1.511728	4.607360	0.761216	1.362176	6.730752
0	1.612510	4.607360	0.761216	1.362176	6.730752
0	1.713292	4.607360	0.761216	1.362176	6.730752
0	1.814074	4.567296	0.761216	1.362176	6.690688
0	1.914855	4.567296	0.761216	1.362176	6.690688
0	2.015637	4.567296	0.761216	1.362176	6.690688
0	2.116419	4.567296	0.761216	1.362176	6.690688
0	2.217201	4.567296	0.761216	1.362176	6.690688
0	2.317983	4.567296	0.761216	1.362176	6.690688
0	2.418765	4.567296	0.761216	1.362176	6.690688
0	2.519547	4.567296	0.761216	1.362176	6.690688
0	2.620329	4.567296	0.761216	1.362176	6.690688
0	2.721110	4.567296	0.761216	1.362176	6.690688
0	2.821892	4.567296	0.761216	1.362176	6.690688
0	2.922674	4.567296	0.761216	1.362176	6.690688
0	3.023456	4.567296	0.761216	1.362176	6.690688
0	3.124238	4.607360	0.761216	1.362176	6.730752
0	3.225020	4.607360	0.761216	1.362176	6.730752
0	3.325802	4.567296	0.761216	1.362176	6.690688
0	3.426583	4.607360	0.761216	1.362176	6.730752
0	3.527365	4.607360	0.761216	1.362176	6.730752
0	3.628147	4.607360	0.761216	1.362176	6.730752
0	3.728929	4.607360	0.761216	1.362176	6.730752
0	3.829711	4.567296	0.761216	1.362176	6.690688
0	3.930493	4.567296	0.761216	1.362176	6.690688
0	4.031275	4.607360	0.761216	1.362176	6.730752
0	4.132057	4.607360	0.761216	1.362176	6.730752
0	4.232838	4.607360	0.761216	1.362176	6.730752
0	4.333620	4.607360	0.761216	1.362176	6.730752
0	4.434402	4.607360	0.761216	1.362176	6.730752
0	4.535184	4.607360	0.761216	1.362176	6.730752
0	4.635966	4.567296	0.761216	1.362176	6.690688
0	4.736748	4.567296	0.761216	1.362176	6.690688
0	4.837530	4.567296	0.761216	1.362176	6.690688
0	4.938311	4.567296	0.761216	1.362176	6.690688
0	5.039093	4.607360	0.761216	1.362176	6.730752
0	5.139875	4.607360	0.761216	1.362176	6.730752
0	5.240657	4.607360	0.761216	1.362176	6.730752
0	5.341439	4.607360	0.761216	1.362176	6.730752
0	5.442221	4.647424	0.761216	1.362176	6.770816
0	5.543003	4.647424	0.761216	1.362176	6.770816
0	5.643785	4.647424	0.761216	1.362176	6.770816
0	5.744566	4.647424	0.761216	1.362176	6.770816
0	5.845348	4.647424	0.761216	1.362176	6.770816
0	5.946130	4.647424	0.761216	1.362176	6.770816
0	6.046912	4.647424	0.761216	1.362176	6.770816
0	6.147694	4.647424	0.761216	1.362176	6.770816
0	6.248476	4.647424	0.761216	1.362176	6.770816
0	6.349258	4.647424	0.761216	1.362176	6.770816
0	6.450039	4.607360	0.761216	1.362176	6.730752
0	6.550821	4.607360	0.761216	1.362176	6.730752
0	6.651603	4.607360	0.761216	1.362176	6.730752
0	6.752385	4.607360	0.761216	1.362176	6.730752
0	6.853167	4.607360	0.761216	1.362176	6.730752
0	6.953949	4.607360	0.761216	1.362176	6.730752
0	7.054731	4.607360	0.761216	1.362176	6.730752
0	7.155513	4.607360	0.761216	1.362176	6.730752
0	7.256294	4.607360	0.761216	1.362176	6.730752
0	7.357076	4.607360	0.761216	1.362176	6.730752
0	7.457858	4.607360	0.761216	1.362176	6.730752
0	7.558640	4.607360	0.761216	1.362176	6.730752
0	7.659422	4.607360	0.761216	1.362176	6.730752
0	7.760204	4.607360	0.761216	1.362176	6.730752
0	7.860986	4.607360	0.761216	1.362176	6.730752
0	7.961768	4.607360	0.761216	1.362176	6.730752
0	8.062549	4.607360	0.761216	1.362176	6.730752
0	8.163331	4.607360	0.761216	1.362176	6.730752
0	8.264113	4.607360	0.761216	1.362176	6.730752
0	8.364895	4.607360	0.761216	1.362176	6.730752
0	8.465677	4.607360	0.761216	1.362176	6.730752
0	8.566459	4.607360	0.761216	1.362176	6.730752
0	8.667241	4.607360	0.761216	1.362176	6.730752
0	8.768022	4.607360	0.761216	1.362176	6.730752
0	8.868804	4.607360	0.761216	1.362176	6.730752
0	8.969586	4.607360	0.761216	1.362176	6.730752
0	9.070368	4.607360	0.761216	1.362176	6.730752
0	9.171150	4.607360	0.761216	1.362176	6.730752
0	9.271932	4.607360	0.761216	1.362176	6.730752
0	9.372714	4.607360	0.761216	1.362176	6.730752
0	9.473496	4.607360	0.761216	1.362176	6.730752
0	9.574277	4.607360	0.761216	1.362176	6.730752
0	9.675059	4.607360	0.761216	1.362176	6.730752
0	9.775841	4.567296	0.761216	1.362176	6.690688
0	9.876623	4.567296	0.761216	1.362176	6.690688
0	9.977405	4.567296	0.761216	1.362176	6.690688
0	10.078187	4.567296	0.761216	1.362176	6.690688
0	10.178969	4.567296	0.761216	1.362176	6.690688
0	10.279750	4.567296	0.761216	1.362176	6.690688
0	10.380532	4.567296	0.761216	1.362176	6.690688
0	10.481314	4.567296	0.761216	1.362176	6.690688
